Cabang,Usia_Ulasan,Tanggal_Scrape,Teks_Ulasan,Teks_Bersih,Tanggal_Ulasan,Label_Prediksi
Gacoan Kelapa Dua,9 bulan lalu,2026-04-17,"mi gacoan lv 2 tapi kecapnya banyak sekale :v ga kaya biasanya, padahal dari dulu waktu masih di jogja juga pesenya lv 2 terus masih pas pedesnya buat yang kurang terlalu suka pedes. ga ada QC nya kah ?",mi gacoan lv 2 tapi kecapnya banyak sekale tidak kaya biasanya padahal dari dulu waktu masih di jogja juga pesenya lv 2 terus masih pas pedesnya buat yang kurang terlalu suka pedas tidak ada qc nya kah,2025-07-17,Negatif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"mie gacoannya juga the best, udang kejunya lebih besar dari gacoan yang biasa aku makan, terus juga pedesnya untuk level 4 pas BANGET",mie gacoannya juga the best udang kejunya lebih besar dari gacoan yang biasa saya makan terus juga pedesnya untuk level 4 pas sekali,2025-11-17,Positif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,Tempat makan yang sangat baik dan super nyamaan. Pelayanannya juga oke dan menunya juga enak-enak. Pokoknya the best deh,tempat makan yang sangat baik dan super nyamaan pelayanannya juga oke dan menunya juga enakenak pokoknya the best deh,2025-11-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Pertama cobaaaa makan ditempat biasanya order go**od kan. Pertama masuk heee amazing banget ya, jadii tuh antrean warbyasa cuy😁 tapi bagusnya niy kita masuk langsung diarahkan ke kotak antrian yg angkanya ada di lantai jd kek kita lagi main …",pertama cobaaaa makan ditempat biasanya order good kan pertama masuk heee amazing sekali ya jadii tuh antrean warbyasa cuy tapi bagusnya niy kita masuk langsung diarahkan ke kotak antrian yang angkanya ada di lantai jadi kek kita lagi main,2023-04-17,Negatif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"Tempatnya bersih, nyaman, cocok buat keluarga yang mau hangout",tempatnya bersih nyaman cocok buat keluarga yang mau hangout,2025-10-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Enak, harga relatif murah. Cma antrian lumayan kalau jam makan siang dan malam, kalau mau rada sepi jam 8-10.30",enak harga relatif murah cuma antrian lumayan kalau jam makan siang dan malam kalau mau agak sepi jam 81030,2024-04-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Pertama kali makan Mie Gacoan! Overall tempatnya bersih dan cozy banget. Buat makanan nya enak, pedesnya pas.",pertama kali makan mie gacoan overall tempatnya bersih dan cozy sekali buat makanan nya enak pedesnya pas,2025-04-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"kali ini uda makin kereen ada photobox nyaa, untuk makanan dari gacoan yg lainnya di daerah jaktim itu gacoan kelapa dua paling mantep siihh, pelayanannya jg okee",kali ini sudah makin kereen ada photobox nyaa untuk makanan dari gacoan yang lainnya di daerah jaktim itu gacoan kelapa dua paling mantap siihh pelayanannya juga okee,2025-12-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Yang suka nongkrong harga aman di kantong, gacoan solusinya si. Rasanya enak, tempatnya nyaman betull, yang paling recommended itu side dishnya yaa. Udang keju my favorit 😍😍😍 …",yang suka nongkrong harga aman di kantong gacoan solusinya si rasanya enak tempatnya nyaman betull yang paling recommended itu side dishnya yaa udang keju my favorit,2024-04-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Pas sampai rumah masih anget, enak! Gak terlalu lama juga nunggunya",pas sampai rumah masih hangat enak tidak terlalu lama juga nunggunya,2025-04-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"Tempatnya asik, nyaman buat ngumpul, pelayanan nya ramah dan cepat, makanannya juga enak",tempatnya asik nyaman buat ngumpul pelayanan nya ramah dan cepat makanannya juga enak,2025-12-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"mejanya ga di bersihin dlu, ada bekas abu rokok di meja, meja basah, tp buat makanan nya okee",mejanya tidak di bersihin dulu ada bekas abu rokok di meja meja basah tapi buat makanan nya okee,2025-04-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Kipasnya kurang banyaakk, kalo bisa ada menu beverages susu soalnya kalo kepedesan bisa minum dehh, tapi enak mienya, minumannya seger, dimsumnya super duper enaak! Udang keju the best, makanannya hangat juga, walaupun minumnya rada telat, …",kipasnya kurang banyaakk kalau bisa ada menu beverages susu soalnya kalau kepedesan bisa minum dehh tapi enak mienya minumannya seger dimsumnya super duper enaak udang keju the best makanannya hangat juga walaupun minumnya agak telat,2024-04-17,Negatif
Gacoan Kelapa Dua,3 bulan lalu,2026-04-17,Pelayanannya memuaskan. Semua petugas ramah. Semua pesanan selesainya cepat. Recomended,pelayanannya memuaskan semua petugas ramah semua pesanan selesainya cepat recomended,2026-01-17,Positif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"makanan nya enak, nyaman suasananya pelayanan nya baik baik. gacoannya enak bangettt aku level 1 aja pedes. mantap😎😎😎 …",makanan nya enak nyaman suasananya pelayanan nya baik baik gacoannya enak bangettt saya level 1 saja pedas mantap,2025-11-17,Positif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"Pelayanan agak lama tapi oke lah, soalnya gacoannya juga termasuk murah juga banyak apalagi pedesnya juga gk main main, pokoknya mantep dah",pelayanan agak lama tapi oke lah soalnya gacoannya juga termasuk murah juga banyak apalagi pedesnya juga tidak main main pokoknya mantap sudah,2025-11-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Mienya bener bener asin parah ngga ada manis manisnya, jadi ga kemakan jauh jauh ke mie gacoan kelapa 2 hasilnya zonkkkk, tolong banget buat all crew nya harus di verivy ulang supaya tau SOP bumbu basic nya, thanks",mienya benar benar asin parah tidak ada manis manisnya jadi tidak kemakan jauh jauh ke mie gacoan kelapa 2 hasilnya zonkkkk tolong sekali buat all crew nya harus di verivy ulang supaya tahu sop bumbu basic nya thanks,2025-04-17,Negatif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Saya pesen yg level 0 jd ngga pedes, saya kira di meja makan ada saos atau sambal, ternyata tidak ada, besok-besok kl kesini lagi harus naik level.... Semoga makin laris ya",saya pesan yang level 0 jadi tidak pedas saya kira di meja makan ada saos atau sambal ternyata tidak ada besokbesok kalau kesini lagi harus naik level semoga makin laris ya,2023-04-17,Negatif
Gacoan Kelapa Dua,3 bulan lalu,2026-04-17,"tempat nya enak, selalu langganan ke sini, aku sering ke sini sama temen aku, tempat nya recommend, suasananya juga enak, makananya juga enak, bersih juga tempatnya, loveee bangettttt",tempat nya enak selalu langganan ke sini saya sering ke sini sama teman saya tempat nya recommend suasananya juga enak makananya juga enak bersih juga tempatnya loveee bangettttt,2026-01-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"worth it kok buat makan disini, tempat nya nyaman, pelayanan nya lumayan bagus, bersih, adem, cocok buat nongkrong bareng temen²",worth it kok buat makan disini tempat nya nyaman pelayanan nya lumayan bagus bersih adem cocok buat nongkrong bareng temen²,2024-04-17,Positif
Gacoan Kelapa Dua,10 bulan lalu,2026-04-17,"Alhamdulillah selalu seneng makan di Mie Gacoan sini, pelayanan ramah, cepat dengan kondisi yang ramai, dan rasanya tetap konsisten daru dulu 🫶 …",alhamdulillah selalu senang makan di mie gacoan sini pelayanan ramah cepat dengan kondisi yang ramai dan rasanya tetap konsisten daru dulu,2025-06-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,Klo bisa tiap hari makan mie gacoan gapapa dahh. Apalgi es genderuwo sm udang kejunyaaa ga bosen Sumpah 😭😭😭 …,kalau bisa tiap hari makan mie gacoan tidak apa-apa dahh apalgi es genderuwo sama udang kejunyaaa tidak bosan sumpah,2023-04-17,Positif
Gacoan Kelapa Dua,7 bulan lalu,2026-04-17,"enak, affordable, variannya oke, cepet juga, servicenya oke juga, ramah2.. yang kureng adalah parkirnya ahahah, udh ad tulisan gede bgt parkir motor 2rb pas keluar dikasih sm mba2nya bayar 5rb kembali 2rb dan ga minta maaf lg, hadeehhh …",enak affordable variannya oke cepat juga servicenya oke juga ramah2 yang kureng adalah parkirnya ahahah sudah ad tulisan gede sangat parkir motor 2rb pas keluar dikasih sama mba2nya bayar 5rb kembali 2rb dan tidak minta maaf lagi hadeehhh,2025-09-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"agak antri tapi pelayanan nya lumayan cepat, setelah bayar di kasih 2 nomer, satu nomer meja sama satu nomer buzzer. untuk mie nya diantar ke meja tapi untuk minum dan goreng2an ambil sendiri ketika buzzer menyala. untuk sistem seperti ini …",agak antri tapi pelayanan nya lumayan cepat setelah bayar di kasih 2 nomer satu nomer meja sama satu nomer buzzer untuk mie nya diantar ke meja tapi untuk minum dan goreng2an ambil sendiri ketika buzzer menyala untuk sistem seperti ini,2024-04-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Gatau kenapa di sini paling enak di antara cabang lain yg pernah didatengin. Antrian di sini juga cepet, nunggu pesenannya juga ga lama.",tidak tahu kenapa di sini paling enak di antara cabang lain yang pernah didatengin antrian di sini juga cepat nunggu pesenannya juga tidak lama,2025-04-17,Positif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"tempatnya enak, gacoannya pas tidak terlalu pedas dan tidak terlalu manis pokonya rasanya balance, udang kejunya best seller karna crunchy",tempatnya enak gacoannya pas tidak terlalu pedas dan tidak terlalu manis pokoknya rasanya balance udang kejunya best seller karena crunchy,2025-10-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Makanannya murah, rasanya enak, tempatnya ruame bgt, pelayanannya lumayan cepet si Krn ngantri bgt bgt, cuma ya kl bawa anak kecil kurang oke Krn ada yg merokok.",makanannya murah rasanya enak tempatnya ruame sangat pelayanannya lumayan cepat si karena ngantri sangat sangat cuma ya kalau bawa anak kecil kurang oke karena ada yang merokok,2025-04-17,Positif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"makanannya enak, tp mbak2 yg jagain dimsum dan minuman genit bgt ke suami org. hufttt gak akan dtg lg deh, pegawainya gateeellllll",makanannya enak tapi mbak2 yang jagain dimsum dan minuman genit sangat ke suami orang hufttt tidak akan datang lagi deh pegawainya gateeellllll,2025-10-17,Negatif
Gacoan Kelapa Dua,3 bulan lalu,2026-04-17,Selalu puas makan di mie gacoan kelapa dua,selalu puas makan di mie gacoan kelapa dua,2026-01-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,masaaa iyaaa dateng lebih awal dari yang samping gua belakang gua depan gua yang di layanan in dulu mereka gua udah nunggu set jam dari es teh dateng tapi mi nya blm dateng”,masaaa iyaaa datang lebih awal dari yang samping saya belakang saya depan saya yang di layanan in dulu mereka saya sudah nunggu set jam dari es teh datang tapi mi nya belum datang,2025-12-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Ga lagi lagi ke gacoan sini, barcode di meja ilang suruh bolak balik kasir. Percuma ada barcode gabisa pake qris cuma debit sm cash, minta kursi suruh ke kasir dulu, lagi lagi balik ke kasir. Ga dilayani dgn baik. Mau take away suruh …",tidak lagi lagi ke gacoan sini barcode di meja ilang suruh bolak balik kasir percuma ada barcode tidak bisa pakai qris cuma debit sama cash minta kursi suruh ke kasir dulu lagi lagi balik ke kasir tidak dilayani dengan baik mau take away suruh,2025-04-17,Negatif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,Tukang parkirnya ngajakin ribut yg bapak2 tua. Mau parkir d tempat yg teduh malah ngga boleh. Padahal itu bukan tempat parkir karyawan. Kaya yg punya kuasa aja.,tukang parkirnya ngajakin ribut yang bapak2 tua mau parkir tempat yang teduh malah tidak boleh padahal itu bukan tempat parkir karyawan kaya yang punya kuasa saja,2025-10-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"17/12/23 Nyobain kesini agak maleman ternyata ramai nya masih samaa ajaa. Untuk pelayanan nya oke, tempat juga luas, bersih, cocok untuk bawa keluarga. Tapi harus sabar antri orderan nyaa hehe",171223 coba kesini agak maleman ternyata ramai nya masih samaa ajaa untuk pelayanan nya oke tempat juga luas bersih cocok untuk bawa keluarga tapi harus sabar antri orderan nyaa hehe,2024-04-17,Positif
Gacoan Kelapa Dua,8 bulan lalu,2026-04-17,Pajak nya gila juga yaa gede bngtt! Itungan nya peritem udh kena pajak! Pdhl take away.,pajak nya gila juga yaa gede bngtt itungan nya peritem sudah kena pajak padahal take away,2025-08-17,Negatif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,Makannya enak cuma tiap tiap cabang beda tingkat kepedasannya di tiap level. Menunggunya juga lumayan agak lama tapi ya kan kita tau bahwa reto ini memang terkenal ramai,makannya enak cuma tiap tiap cabang beda tingkat kepedasannya di tiap level menunggunya juga lumayan agak lama tapi ya kan kita tahu bahwa reto ini memang terkenal ramai,2025-10-17,Negatif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"Sudah kesekian kali makan di sini.. Tempatnya enak untuk kumpul bersama keluarga, harga terjangkau makanan enak.",sudah kesekian kali makan di sini tempatnya enak untuk kumpul bersama keluarga harga terjangkau makanan enak,2025-11-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,JELEK BANGET PELAYANANNYA! Kesini2 makannnya jadi biasa aja rasanya. Mana giliran mau bungkus makan perlu beli dus dulu terus ga ada kembalian. Uda diikhlasin ga uda kembalian taunya …,jelek sekali pelayanannya kesini2 makannnya jadi biasa saja rasanya mana giliran mau bungkus makan perlu beli dus dulu terus tidak ada kembalian sudah diikhlasin tidak sudah kembalian tahunya,2024-04-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Rame banget :)) Terus berisik, mending take away aja, ato pesen lewat ojol. Kecuali kalo mau nongkrong bareng temen mungkin pas (kalo pas lagi ada tempatnya)",ramai sekali terus berisik mending take away saja ato pesan lewat ojol kecuali kalau mau nongkrong bareng teman mungkin pas kalau pas lagi ada tempatnya,2025-04-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,Pertama kali nyobain meskipun udah viral lama ini makanan… Tapi ternyata sorry to say BIKIN KAPOK ampe TRAUMA karena ada Lalat Ijo mati 1 ekor gede banget dalem mie gacoannya …,pertama kali coba meskipun sudah viral lama ini makanan tapi ternyata sorry to say bikin kapok ampe trauma karena ada lalat ijo mati 1 ekor gede sekali dalam mie gacoannya,2024-04-17,Negatif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Weeeeeeh ramaaaaai selaluuuu. Wajarlah antriannya warbiasa.. Scra rasa lumayan dan harga bersahabat banget. Start 10K per mie an nya namanya angel, iblis, setan  yaa kalo gak salah.. Haha minumannya jg unik es pocong dll.. Suasana lumayan apik",weeeeeeh ramaaaaai selaluuuu wajarlah antriannya warbiasa scra rasa lumayan dan harga bersahabat sekali start 10k per mie an nya namanya angel iblis setan yaa kalau tidak salah haha minumannya juga unik es pocong dan lain suasana lumayan apik,2023-04-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Tempatnya enak, luas, walau rame bgt tp nyaman aja siy. Krn harganya murah meriah kali yak jdnya ruameeeee bgt. Dan mie, siapa yg ngga suka mie yakaan.. Untung pas diajak kesini namanya sdh diganti, klu ngga saya ngga mau makan disni 😅 …",tempatnya enak luas walau ramai sangat tapi nyaman saja siy karena harganya murah meriah kali yak jadinya ruameeeee sangat dan mie siapa yang tidak suka mie yakaan untung pas diajak kesini namanya sudah diganti kalau tidak saya tidak mau makan disni,2023-04-17,Negatif
Gacoan Kelapa Dua,2 bulan lalu,2026-04-17,makanannya enak pelayanannya juga cepat best deh,makanannya enak pelayanannya juga cepat best deh,2026-02-17,Positif
Gacoan Kelapa Dua,7 bulan lalu,2026-04-17,"mie gacoannya sedep, pedes manis nya enak, udang kejunya meleleh dan banyakk😍 …",mie gacoannya sedep pedas manis nya enak udang kejunya meleleh dan banyakk,2025-09-17,Positif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"pelayanannya ramah banget, worth it buat anak anak sekolah. dan pastinyaa okeee bangett buat santaii",pelayanannya ramah sekali worth it buat anak anak sekolah dan pastinyaa okeee sangat buat santaii,2025-10-17,Positif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,Makannya enak-enak tapi kadang suka terdapat orang ngevape di sekitar tempat duduk pengunjung restoran,makannya enakenak tapi kadang suka terdapat orang ngevape di sekitar tempat duduk pengunjung restoran,2025-10-17,Negatif
Gacoan Kelapa Dua,sebulan lalu,2026-04-17,"tempat ny nyaman, karyawan nya ramah sekali cocok buat nongkrong juga",tempat ny nyaman karyawan nya ramah sekali cocok buat nongkrong juga,2026-03-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"makanan yang sangat enak,saya juga puas dengan layanan yang baik suasanya juga sejuk",makanan yang sangat enaksaya juga puas dengan layanan yang baik suasanya juga sejuk,2025-12-17,Positif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"udah sering saya makan disini, tapi sekarang mienya dingin (mungkin agar tidak lama datangnya jadi dimasak duluan) tolong diperbaiki lebih baik seperti diawal datang lama makanan asalkan mienya masih anget kalo dingin dimakannya agak susah, …",sudah sering saya makan disini tapi sekarang mienya dingin mungkin agar tidak lama datangnya jadi dimasak duluan tolong diperbaiki lebih baik seperti diawal datang lama makanan asalkan mienya masih hangat kalau dingin dimakannya agak susah,2025-04-17,Negatif
Gacoan Kelapa Dua,3 bulan lalu,2026-04-17,Perdana beli k sini. Asli enak banget sampe ketagihan. Next beli makan D tempat. Maaf ya agak katrok 🤗 maklum orang kampung …,perdana beli sini asli enak sekali sampai ketagihan next beli makan tempat maaf ya agak katrok maklum orang kampung,2026-01-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Mau share pengalaman makan di gacoan kelapa dua bukan sekali dua kali sih kesini, kalo ada waktu senggang pasti makan ke gacoan (dimanapun itu berada) …",mau share pengalaman makan di gacoan kelapa dua bukan sekali dua kali sih kesini kalau ada waktu senggang pasti makan ke gacoan dimanapun itu berada,2024-04-17,Negatif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,Untuk makan dine in di tempat ini BAD attitude kalahh dengan solaria dan ramen ya yg punya Good attitude …,untuk makan dine in di tempat ini bad attitude kalahh dengan solaria dan ramen ya yang punya good attitude,2024-04-17,Positif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"Mie nya pas banget, apalagi udang keju dan lumpia udangnya. Tempatnya nyaman juga bisa buat nongkrong dan kamar mandi nya bersih. Recommend banget!!!!",mie nya pas sekali apalagi udang keju dan lumpia udangnya tempatnya nyaman juga bisa buat nongkrong dan kamar mandi nya bersih recommend sekali,2025-10-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"Menurut saya tempat makan ini enak dan nyaman bisa juga datang beramai ramai, bisa jika untuk acara reuni dll",menurut saya tempat makan ini enak dan nyaman bisa juga datang beramai ramai bisa jika untuk acara reuni dan lain,2025-12-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"tempatnya banyak lalet, somay dimsumnya dingin 😀 tisu abis dimana mana, es gerobaknya beda sm yg di solo, isian buahnya bagian ujung buah belimbing, trs warnanya ky ud busuk, tukang parkir ga helpful tp bayarnya 3k buat motor …",tempatnya banyak lalet somay dimsumnya dingin tisu abis dimana mana es gerobaknya beda sama yang di solo isian buahnya bagian ujung buah belimbing terus warnanya ky sudah busuk tukang parkir tidak helpful tapi bayarnya 3k buat motor,2024-04-17,Negatif
Gacoan Kelapa Dua,7 bulan lalu,2026-04-17,"disini enak bgt tempatnya, adem dan luas, pelayanan juga memuaskan bgtt suka deh, cepet dan cekatan bgt mba²/mas²nyaa🩵🩵 …",disini enak sangat tempatnya adem dan luas pelayanan juga memuaskan bgtt suka deh cepat dan cekatan sangat mba²mas²nyaa,2025-09-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,2 kali makan mulai enek... 1.jatiwaringin 2.di depok.. …,2 kali makan mulai enek 1jatiwaringin 2di depok,2024-04-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"sangat worth it. tempat bersih, makanannya juga enak dan disajiin masih hangat.",sangat worth it tempat bersih makanannya juga enak dan disajiin masih hangat,2023-04-17,Positif
Gacoan Kelapa Dua,3 bulan lalu,2026-04-17,"Rasanya enak,,tempatnya bagus,,apalagi lemon tea nya seger bget,,hrga jg murah bget,,mantep pokonya..",rasanya enaktempatnya bagusapalagi lemon tea nya seger bgethrga juga murah bgetmantep pokoknya,2026-01-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Pegawainya kurang koordinasi, minta box buat makanan sisa utk take away aja sampe dioper sana sini ke 4 orang. Musola oke …",pegawainya kurang koordinasi minta box buat makanan sisa untuk take away saja sampai dioper sana sini ke 4 orang musola oke,2024-04-17,Negatif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"Tempatnya enak, pesanan cepat datang, pelayanan baguss",tempatnya enak pesanan cepat datang pelayanan baguss,2025-12-17,Positif
Gacoan Kelapa Dua,11 bulan lalu,2026-04-17,"Makanannya murah, udang kejunya selalu jadi favorit. Semoga kualitas makanannya selalu dijaga.",makanannya murah udang kejunya selalu jadi favorit semoga kualitas makanannya selalu dijaga,2025-05-17,Positif
Gacoan Kelapa Dua,3 bulan lalu,2026-04-17,makanannya enak aga pedes layanan nya juga oke baik suasananya baguss,makanannya enak aga pedas layanan nya juga oke baik suasananya baguss,2026-01-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Sama seperti mie gacoan lainnya, pasti rame. Jadi harus sabar nunggu antreannya. Pelayanannya ramah, tergolong relatif cepat untuk kondisi serame itu. Sistemnya satu dateng, gk lama yang lain nyusul. Es pocongnya rasanya enak, seger, dan gk …",sama seperti mie gacoan lainnya pasti ramai jadi harus sabar nunggu antreannya pelayanannya ramah tergolong relatif cepat untuk kondisi serame itu sistemnya satu datang tidak lama yang lain susul es pocongnya rasanya enak seger dan tidak,2023-04-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Nyobain mie gacoan & hompimpa nya enak pantes rame. Tapi kurang enak untuk nongkrong lama"" karna antrian banyak dan bergantian dengan orang lain. …",coba mie gacoan hompimpa nya enak pantes ramai tapi kurang enak untuk nongkrong lama karena antrian banyak dan bergantian dengan orang lain,2024-04-17,Negatif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"Pelayanan yg bagus, makanan sesuai dan suasananya tenang.",pelayanan yang bagus makanan sesuai dan suasananya tenang,2025-10-17,Positif
Gacoan Kelapa Dua,Diedit 3 tahun lalu,2026-04-17,"Rame banget.... Banyak pilihan menu n minumnya, harga pas di kantong...",ramai sekali banyak pilihan menu minumnya harga pas di kantong,2023-04-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,Makan mie gacoan di kelapa dua nyaman dan enak.,makan mie gacoan di kelapa dua nyaman dan enak,2025-12-17,Positif
Gacoan Kelapa Dua,sebulan lalu,2026-04-17,makanan di sini enak cocok untuk nongkrong bareng apalagi buka 24jam,makanan di sini enak cocok untuk nongkrong bareng apalagi buka 24jam,2026-03-17,Positif
Gacoan Kelapa Dua,5 bulan lalu,2026-04-17,"makanan nya enak, layanan nya sangat ramah dan baik, suasana syahdu sekali..",makanan nya enak layanan nya sangat ramah dan baik suasana syahdu sekali,2025-11-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Alhamdulillah perdana ngadain acara bwt makan bersama sesi 2,di me Gacoan kelapa dua,anak"" TKP Teman Kecil Peduli, yatim,piatu, yatim-piatu,& dhuafa...berjalan dgn lancar mkshhh tim hebat me Gacoan yg SDH membantu kami tim TKP u/ mengadakan acara Giat makan bersama anak"" hebat Luarr biasa....keren kerenn....smga next bisa lagi yakkk....",alhamdulillah perdana mengadakan acara buat makan bersama sesi 2di me gacoan kelapa duaanak tkp teman kecil peduli yatimpiatu yatimpiatu dhuafaberjalan dengan lancar mkshhh tim hebat me gacoan yang sudah membantu kami tim tkp mengadakan acara giat makan bersama anak hebat luarr biasakeren kerennsmga next bisa lagi yakkk,2023-04-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"tempatnya luas, kakannanya enak",tempatnya luas kakannanya enak,2025-12-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Pertama kali makan mie gacoan karena sebelumnya belum ada sertifikat halal. Mungkin karena ke sini pas sahur jam 3 dini hari, jadi suasananya sepi ngga terlalu rame. Rasa makanan dan minumannya worth to buy untuk harga segini, pantes aja setiap hari rame terus, karena harganya ramah untuk kantong pelajar.",pertama kali makan mie gacoan karena sebelumnya belum ada sertifikat halal mungkin karena ke sini pas sahur jam 3 dini hari jadi suasananya sepi tidak terlalu ramai rasa makanan dan minumannya worth to buy untuk harga segini pantes saja setiap hari ramai terus karena harganya ramah untuk kantong pelajar,2023-04-17,Positif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"Tempat nya bagus.. Minus parkiran aj gk tll luas, jd klo di weekend mungkin susah parkir",tempat nya bagus minus parkiran saja tidak tll luas jadi kalau di weekend mungkin susah parkir,2025-12-17,Negatif
Gacoan Kelapa Dua,3 bulan lalu,2026-04-17,"Pelayanan cepat , karyawan nya cekatan dan ramah . Good job 🔥👍👍👍🏻 …",pelayanan cepat karyawan nya cekatan dan ramah good job,2026-01-17,Positif
Gacoan Kelapa Dua,6 bulan lalu,2026-04-17,"pelayanannya cepeet broo!! tempatnya juga oke bnget buat ngumpul bareng temen, keluarga, maupun ayang beb hihihi :3",pelayanannya cepeet broo tempatnya juga oke sangat buat ngumpul bareng teman keluarga maupun sayang beb hihihi 3,2025-10-17,Positif
Gacoan Kelapa Dua,11 bulan lalu,2026-04-17,"Suasananya enak, santai, pelayanannya cepat. Bagi pecinta mie pedas pastinya suka.",suasananya enak santai pelayanannya cepat bagi pecinta mie pedas pastinya suka,2025-05-17,Positif
Gacoan Kelapa Dua,2 tahun lalu,2026-04-17,"Buat staff2nya tolong dong lebih bisa merhatiin customer lagi, waktu kesana dapet meja outdoor untuk 2 orang trus ga lama mendung gerimis saya bingung mau pindah kemana gada meja kosong. Giliran di tanya malah bilang tempatnya penuh trus …",buat staff2nya tolong dong lebih bisa memperhatikan customer lagi waktu kesana dapat meja outdoor untuk 2 orang terus tidak lama mendung gerimis saya bingung mau pindah kemana tidak ada meja kosong giliran di tanya malah bilang tempatnya penuh terus,2024-04-17,Negatif
Gacoan Kelapa Dua,setahun lalu,2026-04-17,"Prefer ditulis aja sih level dan jenis mienya, kalo gini jadi ga jelas, mungkin  di jalan kesobek atau gimana, dan ada yang dikaretin juga, karetnya bikin kesobek level lainnya gitu lho:( jadinya ketuker-tuker:((",prefer ditulis saja sih level dan jenis mienya kalau gini jadi tidak jelas mungkin di jalan kesobek atau gimana dan ada yang dikaretin juga karetnya bikin kesobek level lainnya begitu lho jadinya ketukertuker,2025-04-17,Negatif
Gacoan Kelapa Dua,4 bulan lalu,2026-04-17,"makanannya enak,tempatnya nyaman,bikin kenyang🤤 …",makanannya enaktempatnya nyamanbikin kenyang,2025-12-17,Positif
Gacoan Kelapa Dua,3 tahun lalu,2026-04-17,"Mienya enak. Gurih, renyah, ringan. Taburan ayam dan pangsit gorengnya bikin tambah enak. Harganya termasuk murah untuk tempat sekelas kafe.",mienya enak gurih renyah ringan taburan ayam dan pangsit gorengnya bikin tambah enak harganya termasuk murah untuk tempat sekelas kafe,2023-04-17,Positif
